title,review_text,true_label
teeth of the tiger,slow no much action. clancy never finished writting the book. i felt somewhat cheated,0
"NOT a ""Soft Spout""","I was disapointed to find that these ""Soft Spouts"" were actually HARD PLASTIC. They should not advertise them as ""soft."" I wasted my money and now more of my time. I will reorder and get the soft white spouts for 6mos. This item is for my preschooler who has become acustomed to the soft spout on the sippy cup that he uses at night to drink his water while we read books before bed.",0
disappointing,"I went in search of Vives' disks after realizing that he was the singer of La Gota Fria (which apparently is no longer available). I'm a big fan of Cuban music, and I'm just getting into some Columbian. Though I liked a few of these songs, they are too ""pop"" for my tastes. Some even bordered on the cheesy. I don't mean anything against Vives since his other disks have been better, but I really am not very fond of this CD.",0
"Awful, awful, awful, awful.......","Wish i could be more original than that but, it goes with the movie. AWFUL. I had to look away from the screen at points because everything was AWFUL!",0
Works Well,Have used this filter a few times now and really liked the results. Would give it a thumbs up for anyone that is looking for a soft focus effect.,1
Don't buy this. It's not the REAL thing,"Do NOT buy this from buy-it-now store. It is a cheap, cheap knock-off. The ""store"" did not respond to email and, of course, there's no phone #. If you want to REAL thing do not buy this.",0
1st case was cracked,the only problem i had with this purchase was when it arrived the first case on the top was cracked...,0
Great album but not a classic...,This is a great album but far from a classic to me. I really enjoy the diversity it brings and continues to get rotation in my car but its not an album I tell people they have to have.,1
Pop til you drop,"The first time you listen to Brousal, you keep thinking, wow, that sounds like some other great singer. Wait, now it sounds like THIS other great singer. Then you start to recognize the unique tone to her voice and inventiveness of her music and you stop thinking about those other has-beens.This is a great CD -- and I'll bet she's even better live!",1
Cap gets disassembled,"Collecting storyarcs featured from the last run of the current volume of Captain America and from Captain America & The Falcon, Captain America Disassembled finds Cap a little more than battle worn after what's been going on with the Avengers. Robert Kirkman (The Walking Dead) scripts the first arc, which is the main highlight here as Cap fights off against the Red Skull and the usual array of rogues. The Captain America & Falcon story is nothing special though, even though Modok makes an appearance (and every Marvel fanboy knows he's worth a laugh or two). The art in both collections is solid, and Kirkman's story makes this volume worth picking up for Cap fans. Captain America is getting relaunched yet again though, under the helm of Ed Brubaker, which is also worth picking up.",1
Warranty Problems,"Warranty ProblemsCannot regIster earbuds as valid serial number yealds a ""this serial is invalid."" Is a warranty really available?,",0
"I wish I could give it five stars. I really do like it, but..","This is a lovely design and it spins beautifully even in mild winds but why in the world did the designers allow the inner spinner to be able to reach the outer spinner? The small spinner on the inside, when things get going very fast, will wildly swing out and loudly clang with the outer spinner. I don't understand why the inner spinner isn't slightly smaller or the outer spinner isn't slightly larger. If they didn't have the ability to touch this wouldn't be a problem. Still, it's a very nice little wind spinner. I just thought that was an odd oversight.",1
Last Breath: The Limits of Adventure,"Conventional wisdom has it that dying out in the snow of hypothermia is a gentle, nearly painless way to go. Dreamy. This intriguing book presents more details and morereality on this, and several other ways of dying. I'm rereading it and sharing it with others. Good for conversations. I'm assuming that the author researched and that it ismostly medically correct.",1
Lousy waste of money,"This is NOT a steam cleaner. No steam involved. The bristles don't move. We spilled something wet and immediately tried to steam clean it. All it did was drip some water on the spot and then suck it back up. We don't have thick carpets, but I know it didn't get any sort of deep clean. Tried it on an old spot, too, and the steamer didn't clean that up, either. We're taking it back for a refund. Try another steam cleaner!",0
hated it,"boring ,no fun game, my 5 year old daughter hated it, passwords have to written down, the only one who might enjoy this game probably doesn't have any other gameboy game to play with.",0
Jim Gaffigan-Beyond the Pale,"Beyond the Pale is the latest album from comedian Jim Gaffigan. Jim Gaffigan is a lesser known, but now gaining fame due to the show My Boys and appearences on Comedy Central, comedian who has to be one of the most talted in the field to emerge in a long time. Gaffigan combines dry wit, with a slightly more absurd comedic style in his act. He is also known for giving his own running comentary on his act in a softer voice, often from the viewpoint of an audience member. Overall, this album features some of the funniest comedy to come along in a while and is truely worth picking up for anyone who enjoys intelligent comedy, with a bit an absurd twist.",1
Good and fast in operation,"The flash drive is fast in copying files and data. I had tried with big files, and it seems to be pretty fast and its unique design of gripping makes it easy to handle and install to a USB port.",1
not about a cooking school,"Very disappointing, the only good thing in it is the food. It's terribly condescending and author's ego is all over the place. But the most annoying part is that while it claims on the back that this is a book about a cooking school and anyone about to open a small business should read it, this is not the case at all. She only talks about the school a bit at the beginning and then we are just left with her life, her view of the French, which is not very exciting, and an awful lot of adjectives.",0
"Caution, no CD+G","I was anxious to get this CD and received it quickly. However, I was disappointed to find out that this CD does not offer graphics. At least, graphics to not seem to work with my CD+G Karaoke machine - though I've not had a problem with others.",0
Horrible Movie,"The sound track was alright. Thus, the reason I gave this movie one star. Other than that, I wish I had never watched this movie. This is a depressing movie about four 4o something year old college buddies who have a sort of reunion in this luxurious beach house. Their reunion consists of doing drugs, feelings sorry for themselves, and having a pity party. And those aren't even the worst parts. Save yourself the agony and find something more productive to do with your time and money.",0
Pale Imitation Of Duke Nukem 3D,"Nowhere near as good as the Duke Nukem 3D for IBM platform. Looks a lot like Contra from the NES days. If you are looking for the same action as Duke Nukem 3D, look elsewhere as this does not contain first person graphics, Duke sound effects, etc. I am very sorry that I bought this.",0
not a good book if your child is not a math wiz,This is a terrible math book. There are very sparse explanations to help students or parents get help if they don't understand a topic. All the book consists of is a bunch of example problems. My daughter had a book from a different series/publisher in sixth grade that was great. The school switched to this series/book when she got to seventh grade. The seventh grade book (this one) was not at all helpful.,0
a noisey shaver,I am so far disatisfied with this purchase because it is so loud when it is running that I am almost ready to use ear plugs. It cuts my beard o.k. and the trimmer works well and is easy to clean but annoying compared to my old rotary head shaver,0
Jogging headphones for people with little earholes,"These are my jogging headphones. They don't fall off when I run, and I run with more than the average bounce, if you know what I mean. And I have small ear-holes, so other headphones start to hurt, pressing against my ear canal in a suprisingly agressive way.",1
Great toy,"My daughter sits at this all the time. She had no trouble getting in and out of it and loves the storage space. It was very easy to assemble, even without the predrilled holes.",1
Radon Detector Works Great,This radon detector arrived quickly and works great. I am able to monitor the level of radon in my basement and see when it fluctuates up and down. If it gets too high and stays there I will be able to know when it is time to mitigate for the radon and keep my family safer.,1
Foreigner and Dire Straits are billions better..................,"AC/DC are just as bad as Nirvana. Bon Scott sings so horribly, and just sounds like a dying duck who just screams. The fact is, AC/DC they've only made a single decent song in the title track ""Highway To Hell"". The rest of the other albums and songs are terrible. I'm glad both Kurt Cobain and Bon Scott are DEAD!!! Thankfully they will never annoy me again. For good lovely music, get Foreigner and Dire Straits instedwho were a billion times better than this lousy AC/DC album.Avoid this and Nevermind of Nirvana 2 of the worst albumsever.",0
HANGMAN'S DIARY WITH A VIGOROUS STYLE,"Franz Schmidt's diary is written in a pity, vigorous style which probably reflects the way he went about his unenviable business. The supporting material is just what is needed to make us understand the world of Franz Schmidt.",1
you learn mathematics by doing it.,"I used this book for a course I taught at the University of Connecticut. It has a lot to offer, especially for the price. Sample problem: draw a bunch of lines across a piece of paper. Can the resulting picture be colored only in black and white, with no adjoining regions sharing the same color? Works through examples like this one in excruciating detail, encourages the reader to sweat through problems, the payoff coming when you start to see patterns not in the problems themselves, but in how you approach them. Last chapter consists entirely of problems, with suggestions on how to attack, and then extend them.",1
totally misadvertised,"The coasters are NOT glossy or made of pretty stones as they appear. They look like a cardboard printout picture of the rocks on top of a coaster. Absolutely dissatisfied and NOT at all worth the price. These look like something I would have paid 3 dollars for at a thrift store, not to mention I bought them new and they have clearly been used. DO NOT buy this item.",0
Don't waste your money!,"Very unhappy! Just got this in, no box, no case, plain plastic bag. Had to force batteries in, then the LED doesn't turn. The image is way too shaky to see IF you can even get it to focus at all. Not worth the postage to send it back...Caveat Emptor!",0
Concerns about the Brenthaven Edge I Sleeve,"I just received the Brenthaven Sleeve for the Black MacBook that I just boughtfrom Amazon. I wouldn't call it a sleeve because that implies that you canslide your laptop in from the top. It is more of a zip-open luggage style case.There is also a zippered compartment inside the case, and I am concerned thatthis zipper might rub against and scratch the MacBook. It is also so snug inside,it's a struggle to get the laptop seated. I'm wondering if I was sent the right case.On the plus side, it is very well constructed, but don't think it's right for me.",0
"Cheap, but still not worth it","The item quit working after about a week of use. It just simply quit playing CDs altogether. I procrastinated and waited longer than 30 days to seek a refund, now I'm stuck with sending it back to the manufacturer. They require a $6 shipping/handling fee, which is too much considering the cost of the item. I'll just trash it and buy a Sony, which I should have done in the first place.",0
Good Read,This is a well written first-hand account from an actual POW in Vietnam. Mr. Anton does an excellent job of detailing his experiences.,1
Kick ass,"It's so funny reading reviews from little kids who've watched these movies in 2000 and 2001 for the first time. I'm 21, so I was a kid when the first ""Child's Play"" came out in 1988! I LOVE Child's Play 2. It's my favorite of the set. Part 3 I thought sucked. I remember a scene when Chucky steps out and says the equivalent of ""Boo"" and the victim makes this HUGE scene like he's been shot and dies of his own accord. Dumb. Bride of Chucky is just funny as hell, so I have to give it a good review. Overall, I'd love to have it, so thumbs up on this set!",1
the hell?,"after seeing Casino Royale, i assumed that whoever was in charge of the James Bond franchise was doing everything they could to make it fantastic. then i saw Craig's sequel... what a motherloving let down! Quantum of Solace, the best thing about it was its title.in short, Casino Royale might be the best Bond movie ever. Quantum is one of the worst i've seen. oh, how the mighty have fallen. the third Craig Bond film will make or break the franchise, i believe. and a tip for the writer, allow James to have sex with a woman who actually survives!D",0
BLESSINGS SHOULD'VE BEEN TITLED BORING!!!,WHAT A WASTE OF TIME. NOT ONE OF ANNA'S BEST WORKS. THE CHARACTERS LACKED DEPTH AND THE STORY DRAGGED ALONG LIKE A SLOW DEATH. WOULD NOT RECOMMEND THIS BOOK.,0
FAKE,This Product is fake. Doesn't work with any card reader on the market. Upon opening product nothing is inside. Be wary with anyone who currently sells this card.,0
What's become of the Great American Songbook?,"This is a collection of the cream of the cream of the Great American Songbook by a rock'n'roll singer who contributes nothing at all to American culture. This rate #1 is to express my deep deception about the successful album series.Over exposed material which has been treated so many different ways by so many different vocalists with artistry should be treated respectfully.I am not a dictator but I would vote for a Law that would impose respect for some art expressions which represents the treasure of American culture.More than that, the series success reflects lack of understanding of the music context by people who should search for entertainment in a more valid and truer way.That's the deal: there is truth missing, there is a sensation of a money-make production. Mellow arrangements, neglectable performances, lacking creativeness. To be completely forgotten some years ahead.",0
"Book lacks orginality, writing stilted","I bought this book hoping to find some answers. All I found was cobbled together new age claptrap. One chapter hardly relates to another, and all the ads at the back made me feel like this author just threw anything out there just to get an opportunity to sell me something else which I found personally offensive. The bottom line on this confused melange is that the book is so poorly put together and badly written that it's an insult to readers. The Radical Forgiveness theories are not only, not original, but also very hopeless because the author advocates that we are not responsible for anything that happens. The book's title is also a rip-off of the book, ""Radical Honesty."" The story in the back on Princess Diana is a tastless attempt to weave some celebrity connection to the author, and after what he said about the poor woman in the story I was disgusted that he had the nerve to dedicate the book to her. What an insult!",0
Magnificent follow-up,What a good tie in. It follows the story line as seemlessly as Frank Herbert's original does.,1
great mp3 player,"I recently bouht this mp3 player for myself. Although I have never bought one before, I was very impressed with its sound quality, size, and memory. If you are looking for a good mp3 player for a low price, this is probably the one for you.",1
not hard enough,this cd is ok... i like the lyrics i guess but someone being used to harder rock i just dont like this cd. the person who sings isnt all that good either.,0
Very entertaining,This is the first of Steve Berry's books that I've read. I liked it so much that I bought all the novels by him that I could lay my hands on (from my favorite local used books store). It is action packed and well researched. I admit that the conclusion of the book seems a bit far fetched. His depiction of the Vatican's intrigues do not seem very far from the truth though (except perhaps for the murder parts). It is the kind of novel that I find perfect to relax at the end of the day or on vacation.,1
WAY TOO SHORT,"These wraps are a youth length and THE AD SHOULD HAVE STATED SO!!! Way too short for any practical use, coverage or protection.",0
Fat Albert and the Cosby Kids -Vol 2,"This series is great for teaching Character Education. You have the concept/Character Trait, then the story centered around the topic/concept, followed by music.This is a great teaching tool!",1
Worthless Seed Sower,This product is worthless...does not work as advertised! I would not recommend this product to anyone! Wolf Garten makes a cheaper model EAM that works much better than this thing!,0
"Great vacuum, affordable price","We had a Dyson vac which worked great ... until it broke. Getting it fixed would've cost a lot just in shipping. You see, there really are no repair shops in the States for Dyson. So, we threw our $300+ vacuum away after about a year's use. We bought the Bissell a few months ago. Having just bought a new wool rug that sheds like crazy (easily fills the dirt receptacle twice every time I vacuum). Also, we have a 2 yr old, three dogs (2 boxers, one mix breed puppy) and a cat, so we vac A LOT.The Bissell is excellent - great suction, multiple tools on-board and a nice detachable section (we don't have stairs, but if we did this would make cleaning them a breeze). You can turn off the rotating brush, which is great for tile. It's got a HEPA filter (I mentioned our animals, right?) which makes me feel like our air's maybe a bit better than it would be. Very happy overall (the bagless system is great, but lost a star as the receptacle could be a little bigger).",1
wears out too quickly,"These paticular wacoal bras wear out too quickly for me,lasting only a few months,even though I still keep wearing them at $60 a pop!!! The other issue I have is the underwires in these bras are always cut too short and never go from point A to point B, so they poke me in my side!!! and the third issue is that the underwire area is always too scratchy under my breast.",0
Defective,"Unbelievable - the product received didn't work. Since amazon is not the seller, the seller doesn't accept returns, says I must deal with the manufacturer; I say to the prospective buyers - buy only from amazon directly so you can return if the product doesn't work",0
The Education of Little Tree,This was a fabulous movie. I loved it. Very informative about the Native American children who were forced to go to the Christian schools and how they were abused. I real eye opener. Must see.,1
Mr Bell A wolf in sheeps clothing bewaire,Please ask God for understanding of the word and not man. Man can twist and send the wrong message. God Bless,0
Kindle Ease,"I bought this for my wife for our anniversary. She usually does not like using technical products but she loves her Kindle. We took it on vacation and she was able to sample books and buy another one without having to lug around 3-4 books in her suitcase. It is easy to use and she never has to ask for help on how to use one feature or another, it is very intuitive. The only negative I can give it is that it is too easy for her to order books now! But at least they max out at $10 instead of the $15 to $27 that she normally pays.GREAT PRODUCT!!!",1
Disappointing,I was so looking forward to this game. Unfortunately it was not what I had hoped for. I would not recommend it for true gamers.,0
Andre Bernard Lives in this Book.,"This is a wonderful book that keeps Andre Bernard's thoughts and teachings in the technique of ideokinesis.I recommend this book for actors, dancers and people of any profession!It speaks clearly to having a healthy mind-body relationship with an understanding of how our body parts fit together.The reader will have a journey that leads to a pain free body and sensible postural pattern.A must read!",1
It is a full circle.,"Once I read this book, all others were compared to it. I feel like a story should come in full circle. This one did. It's rare you find a book that you feel like you've accomplished something when you're finished. You've learned, you've smiled, cried...everything!! Classic DS",1
a story like the slug,this story is nothing like the wind. this book could be good if he cut out more of the details and and wrote more about what is actually happening he has to detail it so much teach chapter could be 12-16 pages long.,0
Kindle Version Really Bad!!,"Bought this for use in the field. Useless, as uses ""locations"" instead of page numbers. There are no page numbers on the pages to find your place.Additionally, while turning the pages one jumps several pages ahead and must go back to the contents to navigate.Absolutely worthless!",0
Delightful mix of non-stop gore and humour,"EVIL DEAD focusses on five college students who go to stay at a holiday house not knowing that it is ruled by demons. Four become possesed leaving the hilarious Bruce Campbell to get rid of them, the results are extremely grusome and wildly funny. Followed by EVIL DEAD 2: DEAD BY DAWN which I thought was even better.",1
An Unquiet Mind,"This book was startling, unsettling but insightful into the mind of a woman who deals with bipolor disorder. I had to put it away at times and come back to it because I felt such sympathy for the author having to go through what she did in life. I lent it to a friend who's daughter is bipolar.",1
Shipped with part missing,"This watering can is nice, but like a number of other reviewers, mine came without the removable rose attachment that the product description promises. I give it only two stars for that reason. Those other reviews were posted months ago -- this problem should have been fixed by now. Annoyed!",0
Great product for the price,I don't use all the features but it's a great product nonetheless. It still leaks though from time to time when you switch from the upright position to the ironing position frequently.,1
Best Pots Ever,"If you are a serious cook, these are the only pots to buy! These pots last forever and cook evenly.",1
Buyer Beware,"When I first purchased this vacuum I was very impressed with the ability it had to suck up pet hair. I have a cat and a dog and it seemed to work wonderfully at getting the hair out of the carpets. However, 9 months later the vacuum has become a piece of junk. It simply blows the dirt it ""sucks up"" right out the back side of the vacuum and back all over the area just vacuumed. I am not the only person experiencing this, I had recommend the vacuum to a friend that told me the other day he ended up so mad that he threw it out into his yard and went back to his 20 year old Kirby. And his machine is only about 6 months old. Since both of these units were purchased through Amazon, there seems to be no recourse on any type of return warranty coverage. The only thing that sucks with this vacuum is the fact that I paid $90 bucks for it!",0
Awesome brow product,Once I tried Bare Minerals Brow Color I knew I'd never bother with anything else again. Makes filling in and shaping my brows so easily and error-free.,1
Red Skelton Christmas,"The most loved comedian that ever lived I believe. I gave each of my kids this CD for a Christmas present. They grew up with listening and watching Red Skelton. Now that they are adults with kids of their own, they have their kids watching Red Skelton.",1
Hard to stay awake...,"This film is really boring, filled with non-sense and poor production.How can this movie can be nominated for seven Academy Awards ? I really don't know. It is supposed to be Brad Pitt's best performance...I disagree, he is very common actor in this one. He has done better in almost any of the film he was involved. Bad and boring film...",0
it works fine,It's a mount. It works. It's sturdy. I think it was pricey but I needed it for the projection unit.,1
Doesn't Do Anything,"I used this product for about 7 months. When I ran out recently it took me awhile to order some more. I haven't been using this product for about three weeks now and my skin is no different (actually it might be looking a bit better). I have combination skin and am prone to brake outs on my chin with some minor blemishes on my cheeks from time to time. This lotion has salicylic acid in it which is supposed to be good for acne prone skin. My breakouts never improved while using this product and now that I've discontinued using it, I haven't noticed any difference except that my skin actually seems to be looking clearer. Needless to say, I won't be restocking this item in my medicine cabinet since I never saw an improvement in my skin while using it. I'm still using Active Moist as my general facial moisturizer.",0
Messy and easily broken feeder that attracts bees,"This cheap plastic butterfly feeder was a very short lived educational toy for my 6 year old daughter. It broke within the first few days even with gentle handling, it leaked and it attracted bees and we never once saw a butterfly come anywhere near it.",0
The bible on infant sleep,"I buy this book for all my friends who are new parents. It is the definitive book on solving sleep issues - Dr Mindell's has written a scientifically sound book that is accessible and reasonable. The thing I like best about it is that it gives parents choices and the opportunity to actually ""parent"" their children to sleep, rather than just parrot a checklist of what you should or shouldn't do. I also find it to be very easy to read, which is just as important, especially when you are at the end of your rope and sleep deprived.",1
Story Telling at its Best!,This page turner displays Anderson's wonderful capabilities for writing science fiction and fantacy masterpieces,1
Great book for expectant parents,"This is an outstanding book that should be read by both expectant parents. It discusses not to raise a child that is how an A student, great athlete, or future world leader, but rather how to raise a student who does well in school, life, and society.Mr. White interviewed parents from different cultures and child rearing methods and gives the reader straight advise on methods to improve your child's chances for success in their life ahead. I highly recommend this book to anyone who is ready to have their first and also as a re-read to those working on their second, third, etc. A definite must!",1
Simply Outstanding,"I can relate to Sutherland's role as a bitter old man with Parkinson's. My father is in this very condition and the Donald plays it perfectly. This could not have been an easy part for him. All the acting was supurb for that matter. Excellent film, my wife and I highly recommend.If this movie touched you, also try 'Mrs. Palfrey at the Claremont'.",1
Product is exactly as ordered,"I received the exact item that is displayed in the picture. All if the correct warnings and labels as well. Frontline and Advantage are the only two products I have yet to try for my cat's fleas. I will change the rating if and/when I see the results. I'm starting at 4 stars because I was worried that I would receive a product unlike what is shown/ordered. (As others have stated) I will update the review on the results soon.Update: After over 24 hours, the cats have stopped scratching. So far so good!",1
Honest & sweet,This movie has heart & touches anyone who has found themselves out of work due to their lack of education. It is well-written & easy to watch & enjoy.,1
Handy kitchen tool,"Very handy and a microwave user must-have. Much easier to use to cover small bowls and cups. I love using this for making ramen noodles in the microwave. And just covering bowls of soup. And much better than using those large microwave covers that take up most of the microwave. Also, it seals well but pops off easily to remove.",1
A thought or two,"I do like this album - there's something about Mirwais' in-your-face-bass that really hits the spot. The difference in styles between the various co-producers on each track is particularly noticeable - overall, however, I would say that this is an album that is poignant while remaining strikingly simple.For those who criticise ""mindless drum machines"", I put forward what I remember of a quote by Bjork. She said that, if the music has ""no soul"", people tend to point the finger at the computer. However, Bjork suggests computers are just a tool, like guitars or pianos. If the music has no soul, that is because no one has put it there - it's not the fault of the computer.I believe that Madonna given this album a soul. You decide for yourself.",1
Worthless,I found this book to be a waste of money. One just doesn't know why some pivots have been considered and some not considered at all. In effect: Total Waste,0
WHAT IF BARRY MANILOW SANG TOM WAITS?,"Okay, Tom is one of those artists who's music transfers well to almost anyone's interpretation. They are just damn good songs, and it's hard to mess up a good song. But listening to this music is like hearing Tom Waits emasculated, or maybe a Stepford Tom Waits. Hammond's voice and delivery doesn't even approach the pathos or spirit of Tom's. Sure it has a nice ""Blues groove"", but the spirit of Waits is lost in this recording. If Tom's music is smoked brandy,this music is a blended daiquiri with a paper umbrella. Holly Cole, who is, sometimes, so upbeat I want to slap her, gives a much more sensitive, gritty, and moving performance of Waits' songs than this Julie-Andrews-Guy. If you want mediocrity, buy this cd. If you want artistry, pass it by.",0
Please!,"Are you kidding me, this isn't progressing this is the exact opposite. Yeah its progressing if like like your hardcore all fluffy. This album has it good moments but over all it is a let down from their previous albums. I really like this band though and I hope their next release gets alot more heavy. If you can find it check out Bleeding Through first album Dust To Ashes, now that's brutal.",0
very soothing,"My clients love this CD. I had no idea how many people are annoyed by new age-y music while being massaged. Perhaps annoyed is a little strong. However, I've never had so many compliments on what music was being played during a massage until I started playing classical. It has all been positive.",1
An excellent primer for web project management.,"Clearly, the web as we know it will only become more and more ingrained in our businesses and our society. As a relative neophyte to the Internet space I found this book to be invaluable in developing a better understanding of web development. Probably, the best thing about the book was its focus on practical applications and real world examples. The Internet of the 1990's was filled with industry jargon and pie in the sky ideas that have gone the way of the dodo (and Internet stocks sky high valuations). If someone is looking for how to develop a web site the right way, right away then this book is a great place to start.",1
Its not an experiment - its a fact!,"The Intention Experiment is a great book to explain a powerful force that has been known by humans for thousands of years. Now 'science' can confirm it. Truly this is not 'new' - but that is not an attack on the author or the book - they deserved full marks (and its a great read) - what is interesting is the fact that this is the discovery of how manifesting works, which was taught by Wattles, Haanel, Edison, Hill, etc wrote about and taught for so many years.You can understand why/how it works with 'The Intention Experiment', but if you want a set of instructions on how it works just for you to get what you desire - just go back to the source:Think And Grow Rich: The Personal Study EditionThe Master Key System: The Personal Study EditionPath To Prosperity - Mastery Of Destiny - Acres Of Diamonds: The Personal Study EditionThe Science of Getting Rich: The Movie - 2 Disk Set",1
I will not purchase until the extended version is released.,"Greed is always a bad thing in the end. It is shame to tarnish such a wonderful landmark movie with such a greedy attitude of withholding the extended version for so long. 2011 or 2012; you got to be kidding me. By the time the actual extended version is released will I still want to buy it? Who knows, but I do know I won't be buying the theatrical version. I'd rather re-watch my extended version LOR DVDs which look pretty good played with my PS3's up scaling.",0
Worked perfect,Placed it in the car and did the job. Reverse lights started working and I finally passed the safety inspection for my car.,1
You have to work to live,"This book is perfect for advanced beginners who are ready to continue disciplining their game. The slow building of complexity, the ordering of patterns, and the perfectly framed problems make this book hugely useful. Less experienced players be warned, however; Davies often boldly pronounces many statements that would be self-evident to more advanced players, but which may be more cryptic for starting players. Consider the perfunctory ""Since each half of the white group touches both of the internal liberties, White is alive"" (page 17). Having studied the problem, laid it out on the board, and worked through variations, I am pleased to say I NOW understand precisely what Davies means (and I'm a far better player for it, given the ubiquity of this arrangement). But without a board and stones nearby and some patience, this statement would have required more textual explanation for someone at my level (maybe 13 kyu?). In other words, prepare to GET TO WORK to improve your game.",1
Old Heinlein,"Book was recommended to me because it had some very interesting parallels to the Iraq War. It's old Heinlein and even old sci-fi so the writing style drips of this. A very ""ok"" book with only a couple scenes that I thought were extremely well written. But liked some of the attitude of the characters as they were very realistic to being in a war. But overall a book you can definitely skip.",0
Okay movie....but,"It was an evening's entertainment. If you like the adventure of violent storm, graphic injury, with an aggressive bear on the chase, it could hold your attention. The story is of a step-mother and teen coming together, with the father actually paying attention to the teen. I see how it is the teen could say her step-mother was a know-it-all. She was a bit too well informed, even in my opinion. The teen does rise to expectation, but the wrap-up scene of a very pregnant mother, with a very revealing neckline was a very unexpected scene. It is not a movie I would choose to watch again, nor recommend to others.",0
Love them!,I loved this earrings. When i purchased them i read everyones reviews first and i thought they where going to be too big. Not at all!. I think ill also buy the 8mm ones. the size is perfect. They can be passed as diamonds at a distance specially if you are wearing them with other cz stuff. Also the price is way too good to say no.,1
Yawn...,"This movie was incredibly slow. I fell asleep twice. If you are going to go based on the good reviews, rent it first and decide if you want to buy it. I will do that from now on with these independent films that are rated high. What a let down. The acting was ok, filming was a bit wobbly, and the story was good. What made this real boring was the narration from the main character. They were trying to fill in the blanks. Maybe it would have been worse if they didn't. Overall, I did not like it.",0
Worth buying!,"Now one would think that a rap song about a washed-up comic book character would be silly and/or stupid, but believe it or not, this song is pretty pimped out. And I agree with Mr. Heering, it's alot better than the two versions on the soundtrack album. I higly recommend this disc.",1
Amazing!,"Over the years, I'd heard snippets of the story of 5 missionaries who were killed trying to reach a tribe of people civilization had not touched. I finally purchased the book, and could hardly put it down. I learned how hard it is to be a missionary - all the things you must do in addition to sharing God's love. I was amazed at the dedication the men had to reach these people, knowing they might lose their lives. I was also amazed at the peace the wives had once they learned of their husbands' deaths. The trust they all had in God's ultimate plan was a challenge I hope to attain.",1
Boring and dreary!,"Having bought the Lifescapes ""Just Relax Mexico"" CD and LOVED it, I thought this one would be good too. WRONG!!! The music is slow, dreary, and depressing...even annoying. Skip this one!",0
"What an awesome DVD this could have been, if Geffen hadn't ruined it.","Finally we get the entire music video collection from Queensryche. Unfortunately, somebody who should be shot, decided it would be cool to have the band talk over the start of nearly all the music videos, essentially ruining them. Geffen & whoever was in charge of this project screwed up in a major way! This could have been one of the best DVDs out there...",0
not as described,Contradictory to the description of the product there are no English sub-titles. Movie by itself is phenomenal but only my children (they are speaking French) can enjoy it. Hungarian sub-titles are not very helpful.,0
nice scent,"My husband sits by the pellet stove to relax. It's in the basement which gets musty, once in a while. I thought the cedar incense would be a pleasant masculine scent for him. We both love it. I took some to use in the living room. At Christmas, I burnt these every day to add to the spirit of the season.",1
Very well written novel,"This story held my interest on every page. It was very well written, and very interesting. It was a great escape for me. :)I won't re-write what this story is about because other reviewers have done a very good job of it.There is a lot of interesting things going on in this novel, yet it was easy to keep track of and a very easy, fun book to read.I took one star away only because I wanted to like the main character more than I did. Actually, I didn't like either her or her husband. I really liked the mule trainer though. I highly recommend this book, and it doesn't matter much if you like the main character, she is interesting.",1
Mental / Emotional Rape = Love,"I loved the first 150 pages of this book. The characters were fun and the settings were interesting. Everything was great until the hero and heroine met. Then the whole book went south.The Rest of the book is about Derek's desire to have sex with Chantelle. And the sex is his only desire. He doesn't know anything about her and doesn't seem to care. He never even asks what her real name is, although he insists that she use his real name. He's manipulative, selfish, and pretty much 'seduces' her into the sex. (Where I come from that's called emotional rape.) I ended up hating him, and not understanding why she loved him. Frankly, I thought Chantelle would have been better off with one of the eunuchs.But of course he falls in love with her (falls in love with having sex, because they never have a conversation about anything else. How can you love a complete stranger?) and it all works out. Blah. I won't make the mistake of reading another Johanna Lindsey book.",0
Great Shop Vac,"I use this vacuum to clean up all kinds of messes I created in my work shop. It works great. It has a bit of a high pitched whine to it, but it is not nearly as bad as some of the negative reviews stated. It has excellent suction, and picks up sawdust, wood chips, metal drilling remnants, nails, screws, and all the other junk I drop on the floor or bench. The hose has two positions in the vacuum hose holder itself; one is just to hold the hose, and the other, if pushed all the way forward, is to run the vacuum scoop on the front of the vacuum. I think the people who complained about the power of this vacuum forgot to push the adaptor all the way forward to make an air tight hook up to the scoop. The weight and size makes it very handy, and it gets into all kinds of tight places. Best shop vac I have ever owned.",1
Success remains out of reach for Flash on final album.,"By this, their third album, it was quite obvious that Flash were not going to give Yes a run for their money. In fact, Flash wouldn't even come close to matching Yes' commericial and artistic successes. A lame concept album about some guy from the Planet Catalina, Out Of Our Hands stumbles in the usual places: weak vocals, inane lyrics, lack of keyboards, etc. Why group leader/guitarist Peter Banks never bothered to replace Tony Kaye on keyboards after the first album is the head-scratcher here. Trying to do it all on guitar, Banks and band mates just can't seem to muster the musical depth to keep up with their prog-rock counterparts (although Banks' guitar work here is awesome, as usual). After this album, Banks retired Flash altogether and started a new band called Empire. They recorded three album's worth of material in the late '70s - none of which was ever released by a major label until just recently (on One Way).",0
